Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Pakistan,PAK,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,5.468385894,5.538024613,4.28512567,3.81644707,3.699939012,3.536231884,2.924822064,1.903460838,3.071053887,2.304248116,2.713396374,3.389886021,6.153684558,5.116011545,4.074923416,4.006969459,4.156800225,7.42573046,5.08207849,4.177327722,3.238409284,3.011755096,3.089919596,2.42562044,2.512897605,1.895379662,2.06772941,1.806061106,2.045400732,1.810996891,1.735617649,1.491825994,1.56871812,1.682383948,1.694725945,1.602223248,2.641632282,2.237742211,2.732568992,2.330531195,2.71439254,3.158754221,2.299417331,2.651999317,3.376211645,3.012253529,4.396336787,4.538992975,4.561396882,4.209152292,4.867478995,4.48125562,4.45623791,5.261361897,5.513940825,4.997383902,4.568174597,3.978456346,4.447156008,3.41254463,1.956564585,
Pakistan,PAK,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,5.468385894,5.538024613,4.28512567,3.81644707,3.699939012,3.536231884,2.924822064,1.903460838,3.071053887,2.304248116,2.713396374,3.389886021,6.153684558,5.116011545,4.074923416,4.006969459,4.156800225,7.42573046,5.08207849,4.177327722,3.238409284,3.011755096,3.089919596,2.42562044,2.512897605,1.895379662,2.06772941,1.806061106,2.045400732,1.810996891,1.735617649,1.491825994,1.56871812,1.682383948,1.694725945,1.602223248,2.641632282,2.237742211,2.732568992,2.330531195,2.71439254,3.158754221,2.299417331,2.651999317,3.376211645,3.012253529,4.396336787,4.538992975,4.561396882,4.209152292,4.867478995,4.48125562,4.45623791,5.261361897,5.513940825,4.997383902,4.568174597,3.978456346,4.447156008,3.41254463,1.956564585,
Pakistan,PAK,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,3.060431878,4.291574629,1.030078286,2.941844616,3.151046961,2.724637681,5.460409253,4.526411658,3.481163567,3.278167721,3.361344538,4.645399362,6.200201071,7.183574532,7.858452449,8.545101888,6.714650787,7.444491574,6.31728899,7.23293595,7.121733831,7.405710633,6.753235792,7.069203126,9.168061772,8.403455531,7.534039842,8.489466792,9.162108177,9.713521181,9.903939245,10.71438549,11.16639343,11.73803666,14.48228637,15.18943123,12.31373569,13.81211999,16.5528614,13.39465761,12.99148154,12.93133034,15.46458207,15.98856107,16.97861328,17.31715954,17.59462481,21.32125094,19.76042553,21.41859873,24.09318839,25.68793948,25.38923107,24.37232989,29.35399062,34.43729415,38.31772546,36.40887732,32.65782744,34.31787054,37.93881648,
Pakistan,PAK,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,2.594376262,3.108236037,2.224969098,1.147205816,0.670868063,0.434782609,0.711743772,1.083788707,1.373390558,2.290349162,3.154436721,4.59627058,6.825923203,7.599552182,13.37080654,17.5072442,18.16988254,15.91921301,20.56969442,18.56587362,29.10586705,31.25896726,30.52304779,26.81588266,24.81670026,23.09829448,13.61537774,17.48076044,14.10030295,17.27220188,17.16551804,13.41927178,13.79502396,16.53207913,19.58181628,18.36415156,21.51901867,23.54018875,20.67285382,26.956101,35.68054452,34.10937759,32.6418358,30.26420285,30.17375018,29.5871027,31.75603786,29.51444857,35.61273123,30.78823526,34.21613617,38.39306998,40.00730586,39.65186839,34.57428297,27.18251388,23.24821245,25.58046899,29.4187767,27.39828744,22.86626778,
Pakistan,PAK,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.468114373,4.786142462,8.699977239,8.601644089,6.656371674,5.06114947,3.066591997,3.345973156,3.555264101,4.356844017,3.787091462,4.58586713,4.900437038,4.947978992,4.685725392,3.925039278,4.752665496,6.502579518,
Pakistan,PAK,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,26.92314246,31.06516438,29.33932191,26.57797397,27.26831095,25.19729999,22.78112054,26.57797397,28.30381643,29.33932191,31.75550136,31.06516438,30.37482739,28.99415342,31.06516438,34.17168081,32.79100684,33.48134383,29.6844904,32.10066985,34.51684931,38.38273643,38.70268691,44.31527144,49.736143,56.1892426,61.81945924,68.24692448,87.43134749,72.78888247,82.83190525,102.5878341,107.2917054,109.7412827,109.0665265,100,88.20545218,89.25744549,84.37794876,71.20248552,66.27964052,79.73884887
Pakistan,PAK,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.95,,,43.04,24.58,24.49,17.93,16.51,16.18,14.7,13.18,13.13,12.72,11.6,12.66,12.53,12.56,11.84,11.85,11.48,10.86,11.22,,11.23,11.44,10.64,
Pakistan,PAK,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.42,,,98.42,98.17,98.17,98.17,98.22,98.22,98.22,98.22,98.22,98.22,98.19,98.19,98.19,98.19,98.42,98.42,98.42,98.42,98.42,,98.4,98.32,98.32,
Pakistan,PAK,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.25,,,47.45,25.46,25.16,20.24,17.53,17.26,16.54,14.37,14.37,14.11,13.45,13.91,13.91,13.91,13.56,13.55,13.39,12.38,12.16,,12.18,12.21,11.44,
Pakistan,PAK,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.68,,,98.68,98.69,98.69,98.69,98.68,98.68,98.68,98.68,98.68,98.68,98.65,98.65,98.65,98.65,98.71,98.71,98.71,98.71,98.71,,98.71,98.69,98.69,
Pakistan,PAK,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.14,,,48.77,25.71,25.35,20.91,17.83,17.58,17.09,14.74,14.75,14.53,14.02,14.3,14.33,14.33,14.18,14.16,14.07,12.92,12.51,,12.54,12.51,11.75,
Pakistan,PAK,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.76,,,98.76,98.83,98.83,98.83,98.8,98.8,98.8,98.8,98.8,98.8,98.78,98.78,98.78,98.78,98.8,98.8,98.8,98.8,98.8,,98.81,98.81,98.81,
Pakistan,PAK,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654000000,1018000000,591000000,565000000,447000000,574000000,555000000,491000000,1163000000,1612000000,1753000000,2029000000,2075000000,2163000000,1098000000,1370000000,1857000000,1851000000,1638000000,2209000000,2642000000,2931000000,3316000000,2959000000,2998000000,1245000000,
Pakistan,PAK,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472000000,485000000,515000000,469000000,418000000,470000000,445000000,465000000,498000000,586000000,646000000,664000000,636000000,670000000,678000000,693000000,754000000,675000000,650000000,689000000,598000000,468000000,513000000,455000000,498000000,326000000,
Pakistan,PAK,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378000,369000,375000,429000,432000,557000,500000,498000,501000,648000,798000,898000,840000,823000,855000,907000,1161000,966000,,,,,,,,,
Pakistan,PAK,Urban population growth (annual %),SP.URB.GROW,,4.159814292,3.417355347,3.483714738,3.556416659,3.608443879,3.676777499,3.736962146,3.780111661,3.804805277,3.83358819,3.713056785,3.710179521,4.048135707,4.150312476,4.229913493,4.324017028,4.385983306,4.444941305,4.700574101,5.33005409,5.535701944,4.974045943,4.471080083,3.994420017,4.094295051,4.365385781,4.371226845,4.327637363,4.189606031,4.115170064,4.044952363,3.436836909,3.366176032,3.707693667,3.753150317,3.847042355,3.735149777,3.621223917,3.464246535,3.680740205,3.690612849,3.109822806,2.786761163,2.831935166,2.751737977,2.691185744,2.73361322,2.767492607,2.814322875,2.837191919,2.694889892,2.381463234,2.114193721,1.985957317,1.872792953,1.779757132,1.900540086,2.149966084,2.263115623,2.429650206,2.571281636
Pakistan,PAK,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,,,,,34.1,,,,,42.5,,,
Pakistan,PAK,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,46.04375014,46.10448819,46.16030355,46.22099724,46.28621812,46.35435625,46.42534972,46.49686848,46.56865333,46.64023779,46.71283634,46.808636,46.90086869,46.96909063,47.03812077,47.10846723,47.18032824,47.2520495,47.3235995,47.40562526,47.50531346,47.60991673,47.70457433,47.78518581,47.85333778,47.91571288,47.97259049,48.02332576,48.06960384,48.11027966,48.14824959,48.18284845,48.200982,48.21076777,48.22251922,48.2364915,48.25441592,48.27388106,48.29579093,48.31725906,48.34093913,48.36462651,48.37869473,48.388676,48.40302488,48.41949542,48.44153914,48.47093647,48.50501733,48.5422128,48.58052396,48.61751453,48.65035885,48.68028919,48.70868428,48.81543949,49.00147777,49.16200139,49.28431579,49.38717233,49.46422141,49.5182436
Pakistan,PAK,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.12693024,,,,,,,,79.15585327,,156.9530945,,157.2534027,,143.0292053,,158.1296234,,278.8539734,,335.580658,,382.892334,,
Pakistan,PAK,Age dependency ratio (% of working-age population),SP.POP.DPND,79.71746945,80.08104408,80.73834797,81.59879082,82.69255504,83.96303566,85.23486089,86.34366589,87.26956187,87.99590741,88.55185559,89.00582807,89.36114357,89.58121199,89.647363,89.53720504,89.27152844,88.93400548,88.58765893,88.01657391,86.86322381,85.6037984,84.99649925,85.17361501,86.00987802,86.74806383,87.18604879,87.63655614,88.12225072,88.73654226,89.36013232,89.92830485,91.05414083,91.95028985,92.09352978,91.88184859,91.20019511,90.31376275,89.2281478,88.04242826,86.50277418,84.86640007,83.79500875,82.91281074,81.81032105,80.64328957,79.46501039,78.32194865,77.2895639,76.29717685,75.35269514,74.60236727,74.15827212,73.91779481,73.66670587,73.40754717,73.16398033,72.74310136,72.13335615,71.50674864,70.78415172,69.95678921
Pakistan,PAK,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.731964915,0.713446172,0.69738597,0.682469858,0.667744886,0.653441013,0.640214165,0.628145683,0.617769532,0.609982585,0.604913712,0.599030268,0.594213314,0.5931595,0.593748736,0.595876103,0.599487925,0.604435676,0.609818286,0.613851127,0.615432209,0.614999408,0.613464408,0.612409878,0.613422573,0.615892223,0.619085739,0.622500167,0.625341036,0.627290818,0.628229474,0.628663169,0.629786886,0.630428861,0.629955581,0.628940538,0.627423563,0.625984013,0.624559364,0.623482206,0.622348678,0.621207792,0.621191843,0.622014995,0.622816527,0.623607936,0.624899909,0.626520087,0.627996302,0.629368638,0.630915465,0.633036595,0.635975041,0.640261614,0.646378789,0.654630694,0.664694654,0.675750588,0.687418364,0.697803569,0.701719722,0.699172229
Pakistan,PAK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.720855836,3.624115681,3.539409966,3.466843961,3.407977611,3.362730206,3.331289545,3.313012736,3.305528693,3.305672878,3.31197777,3.312515434,3.314327149,3.326860424,3.341447872,3.358156165,3.376554655,3.395594864,3.414628821,3.430524115,3.438153701,3.439019287,3.439110182,3.442907545,3.452427122,3.46104438,3.464971355,3.464383822,3.460579159,3.456952305,3.454093177,3.452104274,3.455267659,3.458158549,3.457353253,3.455159036,3.452121235,3.45170754,3.453289448,3.457390094,3.461702823,3.467119902,3.479336529,3.49779309,3.520268432,3.547337602,3.579868622,3.616328619,3.65537301,3.694549475,3.730641911,3.765918877,3.8034454,3.840760513,3.874586766,3.906103911,3.94366647,3.992537099,4.050001402,4.1155596,4.174179163,4.221414284
Pakistan,PAK,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.359463447,3.253533689,3.162808144,3.088142086,3.029933096,2.986693938,2.958389751,2.943109628,2.938593148,2.94204049,2.952309932,2.959202713,2.96755569,2.98527151,3.005205538,3.027232701,3.051196644,3.076500181,3.102148423,3.124492273,3.138274598,3.14560421,3.153373325,3.166237067,3.186281492,3.203580047,3.213298337,3.21866088,3.222686477,3.228551167,3.236236683,3.244520065,3.256637613,3.267231855,3.274173186,3.28059199,3.286910267,3.297529571,3.311358588,3.328004826,3.34381874,3.360807113,3.386055971,3.417842056,3.454157136,3.49666748,3.546109576,3.600948981,3.659762063,3.720451091,3.779367897,3.837770763,3.900356596,3.967287802,4.033538556,4.093433383,4.154834553,4.226941649,4.30701364,4.393786691,4.475789118,4.548843655
Pakistan,PAK,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.087742667,2.09031431,2.100823484,2.114629098,2.126448032,2.135307384,2.141512347,2.144245494,2.146270437,2.152515126,2.163775832,2.175730296,2.191197277,2.210171102,2.22511701,2.23448439,2.238887627,2.23801262,2.233151132,2.224539617,2.20933976,2.190008775,2.172546649,2.159172907,2.149573871,2.138563894,2.124565927,2.108850473,2.091968439,2.075885956,2.060847468,2.047618784,2.040777757,2.035027792,2.02648908,2.017848142,2.009148247,2.001994059,1.997035402,1.9963304,1.998135908,2.00286895,2.015258537,2.033207498,2.047660086,2.054607787,2.056620258,2.051936091,2.032169041,2.000327016,1.967861798,1.946087148,1.944001677,1.966108541,2.011240004,2.073128929,2.141315441,2.204578152,2.260992826,2.311339661,2.350404932,2.377554022
Pakistan,PAK,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.439235311,3.455843418,3.478636426,3.502986888,3.522537262,3.535453626,3.542776846,3.544450454,3.542124194,3.538714234,3.534930777,3.527717736,3.518464436,3.508624441,3.495931063,3.48039605,3.462280025,3.44142036,3.418511665,3.393401591,3.364364237,3.334093294,3.307031789,3.284027245,3.264106418,3.244463366,3.223973137,3.202917685,3.183309533,3.169029556,3.160413223,3.156904621,3.161360057,3.170546439,3.17329857,3.164256788,3.146992775,3.121865175,3.077159694,3.017287853,2.958379056,2.9152697,2.899841736,2.918305852,2.968943297,3.040709854,3.118453916,3.189582749,3.252877005,3.308192295,3.355122427,3.39447188,3.425598144,3.447200872,3.459445787,3.463651186,3.459979691,3.448600069,3.431241497,3.409468257,3.386141426,3.366369731
Pakistan,PAK,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,5.082117279,5.074298738,5.06156357,5.045592204,5.026342903,5.004380766,4.979999228,4.953331833,4.925418013,4.897463565,4.869514394,4.840036843,4.810361666,4.781428972,4.75180813,4.722912249,4.6948352,4.666321449,4.639951705,4.623668206,4.623304176,4.632854351,4.643473685,4.651766785,4.644992133,4.621966704,4.58983613,4.543465321,4.466320133,4.364153549,4.262368516,4.181964663,4.128061902,4.120964826,4.167408287,4.245449313,4.334046635,4.413959917,4.485532408,4.547835401,4.605036121,4.653819895,4.682528206,4.693900966,4.694359172,4.683999272,4.664416,4.638391183,4.608529512,4.576911355,4.547985226,4.524779228,4.507388612,4.498121598,4.499329703,4.503578889,4.505538351,4.513512921,4.530377738,4.552340897,4.586909441,4.646976745
Pakistan,PAK,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.788610406,6.761107592,6.724270309,6.686355894,6.646281851,6.605618143,6.56405124,6.520626278,6.479834105,6.448288226,6.425399723,6.404257814,6.3878997,6.380141158,6.36247642,6.322893888,6.268540032,6.195909207,6.080328404,5.946908849,5.85858814,5.824305496,5.818837221,5.840326183,5.888382608,5.983426769,6.105170334,6.212612921,6.302295532,6.367404814,6.413238051,6.442150998,6.415525441,6.370070281,6.336079339,6.296660164,6.258906034,6.214416215,6.170469934,6.1267542,6.109208391,6.111018681,6.090918856,6.069936774,6.073725485,6.090513345,6.114504146,6.146467942,6.186469455,6.237084427,6.301022136,6.380671683,6.466540245,6.550709236,6.634214327,6.690910694,6.712369949,6.733542912,6.773246189,6.829779761,6.91201599,7.005964366
Pakistan,PAK,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.94213401,8.938778956,8.927900603,8.923515201,8.900329397,8.839489847,8.749545636,8.627923435,8.443764525,8.21119393,7.976706712,7.774406435,7.643482496,7.615345133,7.687723553,7.831597747,8.001788777,8.163329094,8.313360236,8.46992994,8.661000109,8.844545067,8.950667024,8.965410916,8.904613054,8.834736567,8.773440731,8.700661065,8.6173087,8.515432756,8.41286657,8.322997867,8.200245148,8.112348013,8.09969062,8.121522981,8.174937465,8.236299566,8.31036681,8.393325993,8.516829147,8.672907927,8.802257352,8.925080861,9.067147619,9.201013724,9.317976991,9.422249273,9.523816636,9.637682977,9.75615558,9.845006944,9.877916856,9.849943219,9.787167578,9.691772625,9.572625203,9.483869843,9.450689556,9.454856419,9.493801417,9.5683683
Pakistan,PAK,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,57.36154339,57.22626114,57.00098059,56.69528941,56.30492424,55.87212991,55.45166904,55.08081549,54.7639412,54.50411505,54.29156984,54.09146556,53.92021065,53.80183456,53.72323413,53.69030608,53.69833811,53.72410932,53.75369394,53.84870819,54.10292294,54.39022214,54.50401077,54.40435811,54.12618577,53.88052063,53.72125379,53.56087888,53.38961124,53.18131439,52.97132853,52.78066952,52.45326993,52.193816,52.12766679,52.15456537,52.31048553,52.52708129,52.80332863,53.11175837,53.52350609,53.97202898,54.27163196,54.52973373,54.86334589,55.22347466,55.59329158,55.95498396,56.28714585,56.61849456,56.94276696,57.20969881,57.38336541,57.49689574,57.61904441,57.68447099,57.68229532,57.75595832,57.91956256,58.10240659,58.34259176,58.63900236
Pakistan,PAK,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.29711322,10.21247611,10.08548376,9.88356388,9.621818324,9.355609976,9.132107546,8.990129701,8.957396451,9.034544267,9.185177884,9.365203691,9.53678603,9.694318355,9.842591348,9.980510173,10.1054439,10.20907515,10.28531823,10.33499978,10.35194276,10.32141003,10.24529105,10.14009972,10.02113459,9.912736502,9.822489015,9.747823389,9.69184078,9.65332016,9.630532294,9.620202528,9.621817484,9.655375912,9.720102295,9.810482356,9.942791704,10.11156983,10.29858376,10.4846966,10.64910775,10.77612273,10.87145083,10.96253556,11.06720098,11.18073437,11.28056624,11.34450187,11.3550893,11.32149526,11.25911269,11.17689881,11.08832617,11.01540898,10.96743627,10.93388083,10.9247264,10.94531112,10.96575946,10.96030115,10.93714527,10.88748165
Pakistan,PAK,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,12.03675997,12.29354691,12.54559502,12.78166365,13.00178206,13.20550649,13.39372452,13.55969081,13.69750161,13.80871616,13.89162553,13.96184024,14.00772893,14.01208879,13.98465621,13.93461377,13.87781477,13.82625218,13.78862587,13.7462082,13.65333702,13.53318069,13.45624865,13.44581232,13.49811893,13.56357967,13.65122867,13.78918532,13.95517928,14.13398242,14.29056748,14.41078678,14.56003628,14.69047316,14.77049412,14.83392032,14.84996829,14.82419675,14.7330727,14.58835872,14.38650468,14.16342005,13.99611472,13.87170261,13.7536419,13.64004237,13.5421339,13.4544342,13.35055744,13.21260782,13.05655466,12.89441976,12.77001465,12.7099568,12.6925952,12.74199709,12.85354537,12.93299581,12.94586821,12.90708137,12.78790878,12.60707189
